source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.event.request.search.batch,$workers.event.request.search.size,$workers.event.request.search.chatId,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now,links
[Processor] Initializing Telegram client connection...,cloudflare-workers,2026-01-26T14:31:19.994Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP8,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Initializing Telegram client connection...,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Initializing Telegram client connection...,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:19.994] [INFO] - [Running gramJS version 2.26.21][0m,cloudflare-workers,2026-01-26T14:31:19.994Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP7,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:19.994] [INFO] - [Running gramJS version 2.26.21][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*>.<*>.<*>][0m,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2141,cloudflare-workers,2026-01-26T14:31:19.987Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP6,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2141,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Starting media processing for message 2141 with detailed logging,cloudflare-workers,2026-01-26T14:31:19.987Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP5,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Starting media processing for message 2141 with detailed logging,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Starting media processing for message <*> with detailed logging,undefined,undefined,undefined,[]
[Processor Batch] Processing item 5/5: 2141,cloudflare-workers,2026-01-26T14:31:19.987Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP4,9c40b5642869a562,POST /process-media,telegram-processor,[Processor Batch] Processing item 5/5: 2141,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor Batch] Processing item <*>/5: <*>,undefined,undefined,undefined,[]
[Processor] Media processing completed for message 2140,cloudflare-workers,2026-01-26T14:31:19.978Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP3,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Media processing completed for message 2140,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
[Processor] Saved media record for message 13279,cloudflare-workers,2026-01-26T14:31:19.978Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP2,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Saved media record for message 13279,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for message <*>,undefined,undefined,undefined,[]
"[Processor] SUCCESS: DB updated for message 2140, 1 rows affected",cloudflare-workers,2026-01-26T14:31:19.963Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP1,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] SUCCESS: DB updated for message 2140, 1 rows affected",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] SUCCESS: DB updated for message <*> 1 rows affected,undefined,undefined,undefined,[]
"[DB] Message 2140 updated, changes: 1",cloudflare-workers,2026-01-26T14:31:19.963Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWP0,9c40b5642869a562,POST /process-media,telegram-processor,"[DB] Message 2140 updated, changes: 1",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[DB] Message <*> updated, changes: 1",undefined,undefined,undefined,[]
[Persistence] Updated Msg 2140: changes=1,cloudflare-workers,2026-01-26T14:31:19.963Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNZ,9c40b5642869a562,POST /process-media,telegram-processor,[Persistence] Updated Msg 2140: changes=1,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Persistence] Updated Msg <*>: changes=1,undefined,undefined,undefined,[]
[Processor] PRE-CHECK PASSED: Message found:,cloudflare-workers,2026-01-26T14:31:19.945Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNY,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] PRE-CHECK PASSED: Message found:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] PRE-CHECK PASSED: Message found:,undefined,undefined,undefined,[]
[Processor] DB Update Parameters:,cloudflare-workers,2026-01-26T14:31:19.935Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNX,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] DB Update Parameters:,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] DB Update Parameters:,undefined,undefined,undefined,[]
[Processor] Updating DB for message 2140 with key: media/-1002312202692_2140_1769437877608.jpg,cloudflare-workers,2026-01-26T14:31:19.935Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNW,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Updating DB for message 2140 with key: media/-1002312202692_2140_1769437877608.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Updating DB for message <*> with key: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully uploaded to R2: media/-1002312202692_2140_1769437877608.jpg,cloudflare-workers,2026-01-26T14:31:19.935Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNV,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully uploaded to R2: media/-1002312202692_2140_1769437877608.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully uploaded to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:19.611] [INFO] - [connection closed][0m,cloudflare-workers,2026-01-26T14:31:19.611Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNT,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:19.611] [INFO] - [connection closed][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [connection closed][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:19.611] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:19.611Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNS,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:19.611] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
[35m[2026-01-26T14:31:19.611] [WARN] - [Disconnecting...][0m,cloudflare-workers,2026-01-26T14:31:19.611Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNR,9c40b5642869a562,POST /process-media,telegram-processor,[35m[2026-01-26T14:31:19.611] [WARN] - [Disconnecting...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[35m[<*>.<*>] [WARN] - [Disconnecting...][0m,undefined,undefined,undefined,[]
[Processor] Uploading to R2: media/-1002312202692_2140_1769437877608.jpg,cloudflare-workers,2026-01-26T14:31:17.608Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNQ,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Uploading to R2: media/-1002312202692_2140_1769437877608.jpg,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Uploading to R2: media/<DOMAIN>,undefined,undefined,undefined,[]
[Processor] Successfully downloaded media (216744 bytes),cloudflare-workers,2026-01-26T14:31:17.608Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNP,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully downloaded media (216744 bytes),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully downloaded media (<*> bytes),undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:15.366] [INFO] - [Exporting authorization for data center 149.154.167.92 with layer 198][0m,cloudflare-workers,2026-01-26T14:31:15.366Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNN,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:15.366] [INFO] - [Exporting authorization for data center 149.154.167.92 with layer 198][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Exporting authorization for data center <IP4> with layer 198][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:15.366] [INFO] - [Connection to 149.154.167.92:443/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:31:15.366Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNM,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:15.366] [INFO] - [Connection to 149.154.167.92:443/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:443/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:13.536] [INFO] - [connection closed][0m,cloudflare-workers,2026-01-26T14:31:13.536Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNK,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:13.536] [INFO] - [connection closed][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [connection closed][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:13.536] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:13.536Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNJ,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:13.536] [INFO] - [Disconnecting from 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
[35m[2026-01-26T14:31:13.536] [WARN] - [Disconnecting...][0m,cloudflare-workers,2026-01-26T14:31:13.536Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNH,9c40b5642869a562,POST /process-media,telegram-processor,[35m[2026-01-26T14:31:13.536] [WARN] - [Disconnecting...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[35m[<*>.<*>] [WARN] - [Disconnecting...][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:05.734] [INFO] - [Connecting to 149.154.167.92:443/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:05.734Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNG,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:05.734] [INFO] - [Connecting to 149.154.167.92:443/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:443/TCPFull...][0m,undefined,undefined,undefined,[]
"[33m[2026-01-26T14:31:05.559] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",cloudflare-workers,2026-01-26T14:31:05.559Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNF,9c40b5642869a562,POST /process-media,telegram-processor,"[33m[2026-01-26T14:31:05.559] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[33m[<*>.<*>] [INFO] - [Starting direct file download in chunks of 131072 at 0, stride 131072][0m",undefined,undefined,undefined,[]
"[Processor] Photo size check passed (155468 bytes <= 20MB), proceeding with download",cloudflare-workers,2026-01-26T14:31:05.559Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNE,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] Photo size check passed (155468 bytes <= 20MB), proceeding with download",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,"[Processor] Photo size check passed (<*> bytes <= 20MB), proceeding with download",undefined,undefined,undefined,[]
[Processor] Photo max size: 0.15MB,cloudflare-workers,2026-01-26T14:31:05.559Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWND,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Photo max size: 0.15MB,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Photo max size: 0.<*>,undefined,undefined,undefined,[]
"[Processor] Downloading media for message 2140, type: MessageMediaPhoto",cloudflare-workers,2026-01-26T14:31:05.559Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNC,9c40b5642869a562,POST /process-media,telegram-processor,"[Processor] Downloading media for message 2140, type: MessageMediaPhoto",203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Downloading media for message <*> type: MessageMediaPhoto,undefined,undefined,undefined,[]
[Processor] Fetching message ID: 2140 -> 2140,cloudflare-workers,2026-01-26T14:31:05.377Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNB,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Fetching message ID: 2140 -> 2140,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Fetching message ID: <*> -> <*>,undefined,undefined,undefined,[]
[Processor] Successfully resolved channel entity,cloudflare-workers,2026-01-26T14:31:05.377Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWNA,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Successfully resolved channel entity,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Successfully resolved channel entity,undefined,undefined,undefined,[]
[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,cloudflare-workers,2026-01-26T14:31:05.025Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN9,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Resolving channel entity for chat_id: -1002312202692 -> -1002312202692,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] <*> <*> <*> for <*>: -1002312202692 -> -1002312202692,undefined,undefined,undefined,[]
[Processor] Connection verified - User: 多加香菜,cloudflare-workers,2026-01-26T14:31:05.025Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN8,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Connection verified - User: 多加香菜,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Connection verified - User: 多加香菜,undefined,undefined,undefined,[]
[Processor] Telegram client connected successfully (attempt 1),cloudflare-workers,2026-01-26T14:31:04.848Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN7,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Telegram client connected successfully (attempt 1),203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Telegram client connected successfully (attempt 1),undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:04.504] [INFO] - [Using LAYER 198 for initial connect][0m,cloudflare-workers,2026-01-26T14:31:04.504Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN6,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:04.504] [INFO] - [Using LAYER 198 for initial connect][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <*> <*> <*> <*>][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:04.504] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,cloudflare-workers,2026-01-26T14:31:04.504Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN5,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:04.504] [INFO] - [Connection to 149.154.175.52:80/TCPFull complete!][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [Connection to <IP4>:80/TCPFull complete!][0m,undefined,undefined,undefined,[]
[33m[2026-01-26T14:31:04.337] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,cloudflare-workers,2026-01-26T14:31:04.337Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN4,9c40b5642869a562,POST /process-media,telegram-processor,[33m[2026-01-26T14:31:04.337] [INFO] - [Connecting to 149.154.175.52:80/TCPFull...][0m,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[33m[<*>.<*>] [INFO] - [<*> <*> <IP4>:80/TCPFull...][0m,undefined,undefined,undefined,[]
[Processor] Initializing Telegram client connection...,cloudflare-workers,2026-01-26T14:31:04.337Z,false,https://telegram-processor.iflove29.workers.dev/process-media?batch=true&size=5&chatId=-1002312202692,POST,/process-media,true,5,-1002312202692,ok,telegram-processor,fetch,stateless,061e2f96-1101-4e50-92b5-b4e03f95a0c1,9c40b5642869a562,01KFXBGJFBS406MDBQPP36KWN3,9c40b5642869a562,POST /process-media,telegram-processor,[Processor] Initializing Telegram client connection...,203c9046dbec2f39202104306918550f,cf-worker,7fce9afb66a6319e3f32e392a8b02a1a,fetch,[Processor] Initializing Telegram client connection...,undefined,undefined,undefined,[]
